ID_Jugador;Nombre;Apellido;Nombre_Completo;Nombre_Corto;Edad;Categoria_2025;Valor_Mercado;Nacionalidad;Altura;Pie preferido;Extranjero;Posicion;Posicion S_1;Posicion S_2;goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
;;;;;;;;;;;;;;;0;0;0;2;33;1;100;0;0;88;3;43;50;2;2;0;4;0;0;0;0;0;0;0;0;0;2;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Alex Magallanes;Deportivo Binacional
;;;;;;;;;;;;;;;0;0;0;4;57;5;100;1;0;65;9;75;1330;3;0;0;15;49;32;17;25;1;9;1;5;1;8;0;182;0;0;0;47;34;1;10;3;0;0;0;0;0;0;0;0;1;0;Angel Azurin;Deportivo Binacional
;;;;;;;;;;;;;;;2;3;0;40;57;7;41;7;1;90;47;54;884;19;8;4;14;0;0;0;17;1;0;0;0;0;64;2;314;7;4;19;12;57;10;25;11;0;11;4;2;18;0;2;0;0;0;Arthur Gutiérrez;Deportivo Binacional
;;;;;;;;;;;;;;;1;2;0;3;25;12;44;0;0;87;15;38;553;1;6;1;8;0;0;0;8;0;0;0;0;0;5;0;188;0;0;0;23;64;8;40;2;0;5;1;1;20;0;0;0;0;0;Brackson Leon;Deportivo Binacional
;;;;;;;;;;;;EXD;;;0;1;0;32;53;1;50;5;0;87;33;53;419;14;10;9;10;0;0;0;8;0;0;0;0;0;41;1;113;4;0;0;5;71;4;1;4;0;5;2;2;0;0;2;0;0;0;Carlos Meza;Deportivo Binacional
;;;;;;;;;;;;;;;0;0;2;22;73;5;36;3;0;72;27;61;437;6;5;0;8;0;0;0;9;0;0;0;0;0;4;0;114;0;0;0;13;37;5;21;2;0;2;0;1;0;0;0;0;0;0;Dennis Perez;Deportivo Binacional
;;;;;;;;;;;;;;;0;0;0;20;44;2;25;4;0;83;22;42;772;7;9;3;11;0;0;0;14;0;0;0;0;0;64;0;221;7;9;31;12;34;11;20;10;0;0;0;0;0;0;0;0;0;0;Denylson Chavez;Deportivo Binacional
;;;;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;89;0;0;107;0;1;0;2;5;2;3;1;0;0;1;0;1;0;0;16;0;0;0;1;33;0;1;0;0;0;0;0;0;0;0;0;0;0;Diego Montalvo;Deportivo Binacional
;;;;;;;;;;;;;;;0;3;0;28;53;2;33;1;0;83;30;51;639;7;9;3;10;0;0;0;16;0;0;0;0;0;43;0;191;3;0;0;15;56;3;18;11;0;4;0;1;0;0;0;0;0;0;Edinson Chavez;Deportivo Binacional
;;;;;;;;;;;;;;;1;2;0;12;32;4;40;6;2;83;16;33;736;2;7;3;9;0;0;0;10;1;0;0;0;0;91;2;400;14;6;19;57;61;2;19;14;0;9;2;2;11;0;0;0;1;0;Edson Aubert;Deportivo Binacional
;;;;;;;;;;;;EXD;;;0;0;0;35;45;4;29;13;0;85;39;43;655;12;13;14;13;0;0;0;10;0;0;0;0;0;57;3;175;10;7;44;11;65;2;7;1;1;13;4;4;0;0;2;0;0;0;Franchesco Flores;Deportivo Binacional
;;;;;;;;;;;;;;;3;1;0;14;33;15;43;4;1;62;29;38;523;8;11;10;6;0;0;0;11;0;0;0;0;0;26;1;55;5;0;0;3;50;1;5;2;5;17;8;6;18;0;6;0;0;0;Gabriel Leyes;Deportivo Binacional
;;;;;;;;;;;;;;;1;1;1;27;63;21;48;4;0;78;48;55;726;5;12;1;10;0;0;0;13;1;0;0;0;0;12;0;215;1;0;0;22;42;17;62;6;0;13;4;1;8;0;1;0;0;0;Hairo Timaná;Deportivo Binacional
;;;;;;;;;;;;;;;1;1;1;29;58;0;0;4;0;88;29;55;571;11;7;6;10;0;0;0;9;1;0;0;0;0;90;1;290;11;0;0;20;71;3;4;2;0;13;2;3;8;0;0;0;0;0;Hoover Crespo;Deportivo Binacional
;;;;;;;;;;;;;;;0;0;0;1;33;1;33;0;0;96;2;33;136;0;1;2;3;0;0;0;1;1;0;0;0;0;13;0;65;4;2;50;1;50;2;0;0;0;0;0;0;0;0;0;0;0;0;Juan Ayqque;Deportivo Binacional
;;;;;;;;;;;;;;;0;4;0;44;54;7;50;12;1;81;51;53;1344;13;11;9;16;0;0;0;24;1;0;0;0;0;114;0;483;17;6;15;34;51;12;20;7;2;13;5;2;0;1;0;0;0;0;Juan Pablo Carranza;Deportivo Binacional
;;;;;;;;;;;;;;;1;2;0;32;63;6;55;4;0;88;38;61;645;5;7;4;10;0;0;0;13;1;0;0;0;0;36;0;224;4;1;100;18;53;8;12;6;0;6;3;1;17;0;0;0;0;0;Luis Duque;Deportivo Binacional
;;;;;;;;;;;;;;;3;2;0;27;38;8;24;7;0;84;35;33;959;12;19;7;14;0;0;0;15;1;0;0;0;0;71;0;168;5;0;0;3;60;3;8;4;1;19;8;5;16;0;6;0;0;0;Marlon Torres;Deportivo Binacional
;;;;;;;;;;;;EXD;;;0;2;0;20;45;5;42;4;1;84;25;45;642;8;11;5;14;0;0;0;12;0;0;0;0;0;64;0;229;7;4;14;18;69;5;9;6;1;10;2;4;0;0;0;0;0;0;Michael Rasmussen;Deportivo Binacional
;;;;;;;;;;;;;;;0;1;0;30;60;32;47;1;0;74;62;53;1440;8;5;2;16;0;0;0;26;1;0;0;0;0;31;0;393;2;0;0;51;38;15;119;12;1;8;0;2;0;1;1;0;0;0;Nicolas Rodriguez Petrini;Deportivo Binacional
;;;;;;;;;;;;;;;1;0;0;11;48;7;35;0;0;77;18;42;309;10;3;6;11;0;0;0;5;0;0;0;0;0;19;0;49;5;0;0;2;33;1;5;1;1;7;1;3;14;0;5;0;0;0;Nicolás Figueroa;Deportivo Binacional
;;;;;;;;;;;;;;;3;0;0;15;43;1;14;6;1;72;16;38;634;6;4;9;15;0;0;0;14;0;0;0;0;0;104;6;236;15;3;12;19;40;3;2;3;0;10;5;1;30;0;0;0;0;0;Róger Torres;Deportivo Binacional
;;;;;;;;;;;;;;;0;2;0;12;46;4;57;3;0;91;16;48;480;4;6;0;8;0;0;0;6;1;0;0;0;0;61;0;264;7;0;0;37;93;1;12;9;0;5;1;1;0;1;0;0;0;0;Yorkman Tello;Deportivo Binacional
846366;Adrián;Ugarriza;Adrián Ugarriza;A. Ugarriza;28;Mayor;275000;Perú;185;Der.;0;DC;EXD;;6;2;0;50;42;23;45;19;1;73;73;43;1330;16;19;20;17;0;0;0;13;3;0;0;0;0;89;2;229;20;1;13;10;53;2;12;8;5;38;15;10;16;1;3;0;0;0;Adrián Ugarriza;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;2;2;7;41;6;60;0;0;70;13;48;411;0;7;1;10;0;0;0;4;0;0;0;0;0;10;0;32;0;1;13;6;55;2;12;2;0;1;0;0;0;0;0;0;0;0;Aldair Salazar;Deportivo Garcilaso
;;;;;;;;;;;;;;;2;5;1;29;62;60;67;1;1;70;89;65;1308;13;17;0;15;0;0;0;14;3;0;0;0;0;33;1;193;4;0;0;24;44;17;73;6;2;17;4;1;12;0;0;0;0;0;Carlos Beltran;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;5;1;42;48;22;85;3;0;72;64;56;974;6;28;2;12;0;0;0;10;2;0;0;0;0;43;0;186;5;0;0;12;39;19;34;15;0;4;1;2;0;0;0;0;0;0;Cristian García;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;2;0;13;45;3;38;3;0;86;16;43;552;5;9;3;10;0;0;0;6;0;0;0;0;0;20;0;101;1;0;0;6;46;4;10;3;0;1;0;1;0;0;0;0;0;0;Emmanuel Páucar;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;5;0;50;47;7;78;17;0;72;57;50;1412;10;20;8;16;0;0;0;15;3;0;0;0;0;72;2;264;10;14;25;22;33;21;39;10;0;7;1;3;0;0;0;0;0;0;Erick Canales;Deportivo Garcilaso
;;;;;;;;;;;;;;;2;3;1;22;34;15;39;4;1;69;37;36;1079;16;23;4;16;0;0;0;8;2;0;0;0;0;43;3;119;6;2;33;5;56;2;9;12;2;25;8;2;8;0;8;0;0;0;Ezequiel Naya;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;0;0;1;100;0;0;0;0;100;1;100;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Frank Avendaño;Deportivo Garcilaso
;;;;;;;;;;;;;;;4;3;0;19;54;18;72;2;0;67;37;62;1114;5;11;0;14;0;0;0;8;3;0;0;0;0;25;0;144;1;0;0;30;40;9;82;5;1;12;6;1;33;0;1;0;1;0;Ignacio Gariglio;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;0;0;1;100;0;0;0;0;90;1;50;51;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;9;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;Inti Garrafa;Deportivo Garcilaso
;;;;;;;;;;;;EXD;;;0;0;0;1;33;0;0;0;0;60;1;33;41;0;2;0;5;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Jean Franco Valer;Deportivo Garcilaso
;;;;;;;;;;;;EXD;;;0;0;1;5;45;5;71;3;0;65;10;56;221;2;2;2;9;0;0;0;1;0;0;0;0;0;5;1;30;1;2;29;2;33;2;2;0;0;2;0;0;0;0;0;0;0;0;Jorge Bazan;Deportivo Garcilaso
;;;;;;;;;;;;;;;1;2;0;23;56;35;60;0;1;66;58;59;1102;4;15;2;14;0;0;0;13;2;0;0;0;0;21;2;133;6;0;0;21;30;5;88;4;2;12;4;3;8;0;2;0;0;0;Juan Diego Lojas;Deportivo Garcilaso
883296;Kevin;Sandoval;Kevin Sandoval;K. Sandoval;28;Mayor;450000;Perú;175;Izq.;0;EXI;MP;;1;4;0;42;45;5;33;11;6;67;47;43;1216;17;11;15;16;0;0;0;14;2;0;0;0;0;63;7;162;48;43;38;17;55;15;5;8;1;18;5;8;6;0;2;0;0;0;Kevin Sandoval;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;1;0;11;50;8;73;2;0;77;19;58;252;4;5;3;12;0;0;0;4;1;0;0;0;0;33;1;71;1;1;17;3;50;2;5;1;1;2;1;0;0;0;1;0;0;0;Marco Aldair Rodríguez;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;4;1;72;58;8;73;9;2;73;80;59;1045;22;21;2;12;0;0;0;9;3;0;0;0;0;70;2;229;14;2;29;20;41;22;18;18;0;7;1;2;0;0;0;0;0;0;Nicolás Gómez;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;8;0;54;56;12;44;10;2;69;66;53;1388;28;17;4;16;0;0;0;13;3;0;0;0;0;54;0;214;9;9;26;17;27;18;42;13;0;1;0;0;0;0;2;0;0;0;Orlando Nuñez;Deportivo Garcilaso
1466382;Pablo;Erustes;Pablo Erustes;P. Erustes;31;Mayor;350000;Argentina;175;Izq.;1;DC;DL;ED;10;2;0;39;48;16;37;12;3;63;55;44;1045;21;13;11;13;0;0;0;8;2;0;0;0;0;56;4;137;14;0;0;3;21;0;2;4;3;34;17;4;29;1;4;0;0;1;Pablo Erustes;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;1;0;2;100;4;100;0;2;53;6;100;1530;3;0;0;17;69;38;31;15;3;9;3;6;3;46;0;201;3;0;0;145;45;0;12;0;0;0;0;0;0;0;0;0;0;0;Patrick Zubczuk;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;60;0;0;24;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;1;33;0;1;0;0;0;0;0;0;0;0;0;0;0;Samir Villacorta;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;1;1;8;38;0;0;3;0;69;8;35;207;0;8;0;10;0;0;0;2;0;0;0;0;0;6;0;40;0;1;50;3;23;3;6;4;0;0;0;0;0;0;0;0;0;0;Xavi Moreno;Deportivo Garcilaso
;;;;;;;;;;;;;;;0;2;0;28;55;13;68;6;0;73;41;59;535;14;6;9;16;0;0;0;7;1;0;0;0;0;62;3;137;13;5;20;15;58;5;3;4;0;10;1;4;0;1;0;0;0;0;Yuriel Celi;Deportivo Garcilaso
;;;;;;;;;;;;;;;1;1;0;33;42;7;35;9;1;81;40;40;879;15;9;10;14;0;0;0;9;2;0;0;0;0;77;1;277;14;16;40;34;60;6;6;12;0;12;4;5;8;0;1;0;0;0;Adrián Quiroz;Los Chankas CYC
;;;;;;;;;;;;;;;0;5;0;72;59;15;63;12;2;79;87;59;1381;25;21;4;16;0;0;0;19;5;0;0;0;0;98;1;368;21;13;22;38;47;19;36;14;0;6;1;0;0;0;1;0;0;0;Ayrthon Quintana;Los Chankas CYC
;;;;;;;;;;;;;;;0;0;0;29;58;17;61;0;0;79;46;59;1173;8;13;1;14;0;0;0;14;5;0;0;0;0;21;0;251;1;0;0;21;33;5;60;7;0;5;0;2;0;0;1;0;1;0;Carlos Pimienta;Los Chankas CYC
;;;;;;;;;;;;;;;1;1;1;30;45;7;78;3;2;84;37;49;500;12;21;5;9;0;0;0;8;2;0;0;0;0;31;1;140;5;0;0;9;69;7;8;6;0;4;1;1;25;0;0;0;0;0;Christian Velarde;Los Chankas CYC
;;;;;;;;;;;;;;;0;0;0;2;67;2;100;0;0;92;4;80;75;0;1;0;2;0;0;0;2;0;0;0;0;0;0;0;12;1;1;100;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;David Martin Gonzales;Los Chankas CYC
;;;;;;;;;;;;;;;0;0;0;9;56;5;38;0;0;68;14;48;257;4;3;1;6;0;0;0;2;1;0;0;0;0;11;0;52;1;0;0;5;28;4;14;3;0;1;0;1;0;0;0;0;0;0;Ederson Mogollón;Los Chankas CYC
;;;;;;;;;;;;;;;0;1;0;9;64;2;22;2;0;82;11;48;103;3;2;2;7;0;0;0;2;1;0;0;0;0;5;0;14;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;Flavio Fernández;Los Chankas CYC
;;;;;;;;;;;;;;;0;5;0;6;67;4;100;0;0;63;10;77;1080;6;1;0;12;28;18;9;12;3;14;7;9;7;12;0;173;1;0;0;65;39;0;19;2;0;0;0;0;0;0;0;0;0;0;Franco Saravia;Los Chankas CYC
;;;;;;;;;;;;;;;3;3;0;89;56;2;11;20;2;69;91;51;1186;33;28;24;16;0;0;0;15;4;0;0;0;0;76;4;180;22;13;34;15;43;3;5;9;2;38;12;10;8;1;3;0;0;0;Franco Torres;Los Chankas CYC
;;;;;;;;;;;;;;;0;0;0;2;67;0;0;0;0;96;2;50;90;0;1;0;1;0;0;0;2;0;0;0;0;0;3;0;26;0;0;0;5;100;2;2;0;0;0;0;0;0;0;0;0;0;0;Franz Schmidt;Los Chankas CYC
;;;;;;;;;;;;;;;0;0;0;1;33;0;0;0;0;80;1;25;44;0;1;0;3;0;0;0;1;0;0;0;0;0;3;0;8;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;Fred Zamalloa;Los Chankas CYC
;;;;;;;;;;;;;;;0;1;0;1;100;1;100;0;0;59;2;100;360;1;0;0;4;19;14;4;7;2;3;2;3;2;3;0;60;0;0;0;22;35;0;6;0;0;0;0;0;0;0;0;0;0;0;Hairo Camacho;Los Chankas CYC
;;;;;;;;;;;;;;;1;5;0;30;61;28;49;9;1;75;58;55;1350;5;9;0;15;0;0;0;18;5;0;0;0;0;37;0;417;6;2;33;64;39;27;96;7;0;13;4;2;8;1;1;0;1;0;Hector González;Los Chankas CYC
;;;;;;;;;;;;;;;5;3;0;9;29;5;29;7;0;77;14;29;574;2;11;6;14;0;0;0;9;2;0;0;0;0;27;0;73;7;1;50;3;75;1;4;4;2;19;10;1;26;0;7;0;0;0;Isaac Camargo;Los Chankas CYC
;;;;;;;;;;;;;;;0;2;0;40;56;5;45;6;1;89;45;55;1361;15;4;10;16;0;0;0;18;5;0;0;0;0;107;0;485;16;8;50;32;53;6;21;11;0;17;6;2;0;0;0;0;0;0;Jordan Guivin;Los Chankas CYC
;;;;;;;;;;;;;;;0;0;0;18;49;1;33;2;0;82;19;48;301;3;9;1;12;0;0;0;5;0;0;0;0;0;16;0;84;2;0;0;3;38;7;7;7;0;0;0;0;0;0;0;0;1;0;Jorge Palomino;Los Chankas CYC
;;;;;;;;;;;;;;;0;0;0;7;41;0;0;1;0;90;7;39;126;1;2;3;6;0;0;0;4;1;0;0;0;0;28;1;70;3;2;50;5;71;1;1;1;0;0;0;0;0;0;0;0;0;0;Josue Tunqui;Los Chankas CYC
339475;José;Manzaneda;José Miguel Manzaneda;J. M. Manzaneda;30;Mayor;325000;Perú;182;Der.;0;EXI;MP;;5;2;0;60;47;14;41;19;6;83;74;46;1380;21;18;23;16;0;0;0;18;5;0;0;0;0;113;3;348;19;5;13;11;50;7;15;11;0;33;10;10;15;1;15;1;0;0;José Miguel Manzaneda;Los Chankas CYC
;;;;;;;;;;;;;;;0;1;0;6;50;4;57;1;0;69;10;53;85;3;2;3;5;0;0;0;0;0;0;0;0;0;4;0;18;0;0;0;0;0;0;0;1;0;4;2;1;0;0;0;0;0;0;Kevin Sánchez;Los Chankas CYC
;;;;;;;;;;;;;;;0;2;0;33;65;11;50;2;1;82;44;60;907;9;10;7;15;0;0;0;10;4;0;0;0;0;33;0;265;1;0;0;25;39;17;31;2;0;3;1;0;0;0;0;0;0;0;Leonardo Mifflin;Los Chankas CYC
;;;;;;;;;;;;;;;3;1;0;12;38;10;67;1;0;85;22;47;670;4;10;3;13;0;0;0;7;4;0;0;0;0;44;0;159;3;4;24;8;67;4;20;3;0;10;4;3;30;1;3;0;0;0;Oshiro Takeuchi;Los Chankas CYC
;;;;;;;;;;;;;;;4;3;0;24;47;32;49;2;0;64;56;48;931;16;17;7;16;0;0;0;13;3;0;0;0;0;32;0;103;6;0;0;3;33;2;12;1;1;21;8;5;19;0;4;0;0;0;Pablo Bueno;Los Chankas CYC
;;;;;;;;;;;;;;;0;3;0;18;36;3;33;7;2;69;21;36;838;1;6;10;14;0;0;0;11;1;0;0;0;0;35;0;144;7;9;30;15;26;13;24;6;0;3;0;1;0;0;1;0;0;0;Santiago Torres;Los Chankas CYC
;;;;;;;;;;;;;;;0;0;0;2;40;4;80;0;0;82;6;60;209;0;1;2;5;0;0;0;3;0;0;0;0;0;4;0;74;0;0;0;15;54;2;15;0;0;1;0;0;0;0;0;0;0;0;Ángelo Pizzorno;Los Chankas CYC
;;;;;;;;;;;;;;;0;1;0;16;53;24;83;1;0;86;40;68;522;2;6;1;7;0;0;0;7;1;0;0;0;0;22;0;221;0;0;0;26;63;5;31;6;0;4;0;1;0;0;0;0;0;0;Alec Deneumostier;Melgar
;;;;;;;;;;;;;;;1;3;0;10;26;3;38;3;0;83;13;28;516;2;12;4;12;0;0;0;4;0;0;0;0;0;70;1;220;6;3;33;7;32;3;13;3;0;1;1;0;100;0;0;0;0;0;Alejandro Ramos;Melgar
;;;;;;;;;;;;;;;1;1;0;39;70;6;50;2;0;86;45;66;799;15;10;0;16;0;0;0;10;0;0;0;0;0;62;0;348;5;0;0;31;60;14;13;7;0;4;3;0;25;0;1;0;0;0;Alexis Arias;Melgar
;;;;;;;;;;;;;;;0;0;0;1;50;0;0;0;0;86;1;50;22;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0;12;1;0;0;1;33;2;0;0;0;0;0;0;0;0;0;0;1;0;Andersson Pumacajia;Melgar
;;;;;;;;;;;;;;;0;1;0;0;0;1;25;0;0;57;1;25;39;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;4;1;1;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Bernardo Cuesta;Melgar
;;;;;;;;;;;;;;;0;0;0;1;50;2;100;0;0;71;3;75;900;1;0;0;10;22;15;7;9;2;6;0;1;0;13;0;166;0;0;0;57;48;0;2;1;0;0;0;0;0;0;0;1;0;0;Carlos Cáceda;Melgar
340553;Cristian;Bordacahar;Cristian Bordacahar;C. Bordacahar;33;Mayor;325000;Argentina;180;Der.;0;EXD;DC;;2;3;0;23;37;27;54;7;5;71;50;45;868;9;16;8;12;0;0;0;6;2;0;0;0;0;96;5;250;25;8;36;20;48;3;14;9;2;24;8;5;8;2;4;0;0;0;Cristian Bordacahar;Melgar
;;;;;;;;;;;;;;;0;0;0;2;67;0;0;0;0;78;2;29;45;0;1;0;1;0;0;0;1;1;0;0;0;0;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Diego Rodríguez;Melgar
;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;92;0;0;21;0;3;0;2;0;0;0;0;0;0;0;0;0;5;0;11;1;0;0;1;50;0;1;0;0;0;0;0;0;0;0;0;0;0;Emilio Saba;Melgar
800243;Facundo;Castro;Facundo Castro;F. Castro;29;Mayor;350000;Argentina;180;Der.;1;DC;;;5;0;0;11;31;14;54;4;0;77;25;40;544;3;4;13;11;0;0;0;3;0;0;0;0;0;23;0;70;4;2;67;3;100;0;9;2;1;14;7;3;36;1;5;0;0;0;Facundo Castro;Melgar
;;;;;;;;;;;;;;;0;1;0;13;87;1;20;0;0;84;14;70;110;4;2;0;4;0;0;0;2;0;0;0;0;0;11;0;31;1;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;Gian García;Melgar
;;;;;;;;;;;;;;;1;0;0;22;54;3;17;12;0;74;25;42;598;2;1;7;16;0;0;0;10;2;0;0;0;0;29;0;72;7;2;11;2;29;4;1;3;0;16;4;4;6;0;2;0;0;0;Gregorio Rodriguez;Melgar
;;;;;;;;;;;;;;;0;4;1;22;49;10;36;4;0;84;32;44;882;8;11;2;11;0;0;0;8;1;0;0;0;0;65;1;472;4;1;25;67;60;8;15;10;0;2;0;0;0;0;1;0;0;0;Horacio Orzan;Melgar
;;;;;;;;;;;;;;;0;1;0;3;100;2;100;1;0;72;5;100;630;3;0;0;7;15;9;6;8;0;3;2;4;2;9;0;116;0;0;0;39;47;0;7;0;0;0;0;0;0;0;0;0;0;0;Jorge Cabezudo;Melgar
1086295;Kenji;Cabrera;Kenji Cabrera;K. Cabrera;22;Sub-23;1600000;Perú;174;Der.;0;EXI;;;6;3;0;65;54;18;45;24;2;78;83;52;1202;28;9;12;15;0;0;0;13;1;0;0;0;0;191;7;390;37;20;33;33;55;6;10;14;2;23;12;6;26;2;2;0;0;0;Kenji Cabrera;Melgar
;;;;;;;;;;;;;;;3;2;0;52;52;7;29;16;1;84;59;48;1010;28;6;16;16;0;0;0;11;1;0;0;0;0;122;2;265;13;11;28;5;38;3;9;8;3;29;11;7;10;0;6;0;0;0;Lautaro Guzmán;Melgar
;;;;;;;;;;;;;;;2;4;1;48;71;28;58;11;1;80;76;66;1378;11;6;2;16;0;0;0;14;1;0;0;0;0;73;1;552;7;9;41;80;49;20;70;8;0;7;3;2;29;0;0;0;0;0;Leonel González;Melgar
1466550;Mariano;Barreda;Mariano Barreda;M. Barreda;22;Sub-23;75000;Perú;181;Der.;0;DC;;;1;0;0;7;41;6;38;1;0;56;13;39;214;4;2;1;6;0;0;0;2;0;0;0;0;0;5;0;18;0;1;33;0;0;0;2;2;3;9;5;1;11;0;0;0;0;0;Mariano Barreda;Melgar
989259;Mathias;Llontop;Mathias Llontop;M. Llontop;23;Sub-23;450000;Perú;169;Izq.;0;LI;CRI;;0;0;0;29;71;8;32;2;2;87;37;56;873;9;8;4;12;0;0;0;12;1;0;0;0;0;53;4;233;9;10;27;13;54;5;23;1;2;5;1;2;0;0;1;0;0;0;Mathias Llontop;Melgar
1086284;Matías;Lazo;Matías Lazo;M. Lazo;21;Sub-23;1000000;Perú;188;Der.;0;DFCD;LD;;1;2;0;39;49;14;45;15;2;79;53;48;1132;5;17;4;15;0;0;0;13;1;0;0;0;0;94;2;364;10;1;8;20;43;17;27;7;0;4;2;1;25;0;0;0;0;0;Matías Lazo;Melgar
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;100;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Michel Estela;Melgar
;;;;;;;;;;;;;;;0;2;0;31;67;5;45;4;1;78;36;63;461;9;5;3;9;0;0;0;3;1;0;0;0;0;32;1;117;2;2;12;7;39;5;12;6;0;1;0;0;0;0;1;0;0;0;Nelson Cabanillas;Melgar
975919;Percy;Liza;Percy Liza;P. Liza;25;Mayor;250000;Perú;185;Der.;0;DC;;;2;3;0;16;36;23;53;0;0;66;39;44;464;8;17;5;12;0;0;0;7;1;0;0;0;0;19;0;57;3;0;0;1;100;1;7;2;3;13;4;2;15;0;3;0;0;0;Percy Liza;Melgar
;;;;;;;;;;;;;;;1;6;0;28;54;26;55;2;0;80;54;55;1085;12;16;3;14;0;0;0;13;2;0;0;0;0;39;0;374;2;1;50;54;48;2;67;6;7;18;5;1;6;2;1;0;0;0;Pier Barrios;Melgar
;;;;;;;;;;;;;;;0;0;0;3;60;2;67;1;0;90;5;63;117;0;1;1;5;0;0;0;1;0;0;0;0;0;17;0;54;2;0;0;5;71;0;0;0;0;2;0;0;0;0;0;0;0;0;Piero Vivanco;Melgar
;;;;;;;;;;;;;;;1;2;0;69;53;3;21;22;3;85;72;50;1149;24;10;15;17;0;0;0;12;2;0;0;0;0;182;4;477;30;21;28;37;65;6;5;11;1;43;15;14;2;0;3;0;1;1;Tomás Martínez;Melgar
;;;;;;;;;;;;;;;0;2;0;45;47;3;19;4;0;88;48;43;1318;10;22;7;17;0;0;0;17;2;0;0;0;0;137;1;607;8;1;20;60;71;14;15;21;1;9;4;4;0;0;0;0;2;0;Walter Tandazo;Melgar
;;;;;;;;;;;;;;;1;4;0;22;49;10;56;1;0;81;32;51;692;7;13;5;12;0;0;0;12;1;0;0;0;0;23;0;207;2;0;0;18;53;5;20;7;1;6;2;0;17;0;0;2;0;0;Alejandro Altuna;Sport Boys
830663;Alejandro;Hohberg;Alejandro Hohberg;A. Hohberg;33;Mayor;350000;Perú;168;Der.;0;EXI;MP;;9;3;0;48;49;3;15;10;6;77;51;43;1370;19;15;11;16;0;0;0;23;1;0;0;0;0;121;7;376;31;26;34;33;48;7;7;14;11;51;20;13;18;1;9;0;0;0;Alejandro Hohberg;Sport Boys
;;;;;;;;;;;;;;;0;0;0;6;55;0;0;0;0;67;6;55;87;4;1;1;4;0;0;0;2;0;0;0;0;0;9;0;18;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Alexis Huaman;Sport Boys
;;;;;;;;;;;;;;;0;0;0;2;40;1;100;0;0;63;3;50;43;0;2;1;3;0;0;0;2;1;0;0;0;0;1;0;5;0;0;0;1;100;1;4;0;0;0;0;0;0;0;0;0;0;0;Benjamín Villalta;Sport Boys
;;;;;;;;;;;;;;;1;2;0;24;36;4;40;7;4;81;28;37;882;8;11;13;13;0;0;0;11;2;0;0;0;0;61;5;161;16;9;24;5;45;1;10;4;0;12;8;2;8;0;2;0;0;0;Carlos López;Sport Boys
