ID_Jugador;Nombre;Apellido;Nombre_Completo;Nombre_Corto;Edad;Categoria_2025;Valor_Mercado;Nacionalidad;Altura;Pie preferido;Extranjero;Posicion;Posicion S_1;Posicion S_2;goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
;;;;;;;;;;;;EXD;;;0;0;0;11;52;1;50;7;0;85;12;52;90;2;1;3;4;0;0;0;3;0;0;0;0;0;8;1;17;4;2;50;0;0;0;0;2;0;3;0;1;0;0;0;0;0;0;Camilo Rodríguez;Alianza Universidad
;;;;;;;;;;;;;;;1;2;1;10;67;14;61;1;0;88;24;63;644;5;1;2;9;0;0;0;14;1;0;0;0;0;13;0;297;1;0;0;16;47;2;38;1;0;3;1;2;33;0;0;0;0;0;Christian Ramos;Alianza Universidad
;;;;;;;;;;;;;;;0;0;0;15;47;2;50;4;0;86;17;47;519;9;3;6;14;0;0;0;9;1;0;0;0;0;81;1;241;15;11;37;20;65;0;1;4;1;12;1;2;0;1;0;0;0;0;Edhu Oliva;Alianza Universidad
;;;;;;;;;;;;;;;0;1;0;21;40;4;44;8;0;83;25;40;511;7;9;9;8;0;0;0;7;2;0;0;0;0;40;1;110;5;1;11;3;43;4;0;4;0;7;2;2;0;0;0;0;0;0;Félix Espinoza;Alianza Universidad
;;;;;;;;;;;;;;;0;2;0;37;56;2;20;9;0;84;39;51;994;13;11;2;13;0;0;0;23;2;0;0;0;0;80;0;361;7;7;29;23;43;11;21;13;2;9;4;3;0;0;2;0;0;0;Gerson Iraola;Alianza Universidad
;;;;;;;;;;;;;;;1;0;0;8;36;5;36;2;0;72;13;36;192;6;5;7;7;0;0;0;3;0;0;0;0;0;12;0;26;4;0;0;0;0;1;1;2;2;6;2;1;17;0;0;0;0;0;Gustavo Pereira;Alianza Universidad
;;;;;;;;;;;;;;;0;1;0;14;58;9;56;3;0;82;23;58;581;2;2;2;10;0;0;0;11;0;0;0;0;0;47;3;210;9;8;29;13;39;12;23;3;0;16;4;6;0;0;0;0;0;0;Jesus Mendieta;Alianza Universidad
;;;;;;;;;;;;;;;0;3;0;21;62;13;72;0;0;90;34;65;1014;1;7;3;12;0;0;0;23;1;0;0;0;0;12;0;378;1;0;0;14;33;14;54;3;0;2;1;1;0;0;0;0;0;0;Jhon Ibargüen;Alianza Universidad
;;;;;;;;;;;;;;;1;0;0;6;38;8;50;1;0;81;14;44;311;5;3;1;8;0;0;0;6;0;0;0;0;0;26;1;57;2;0;0;1;100;0;1;1;1;5;3;1;20;1;3;0;0;0;Joffré Escobar;Alianza Universidad
;;;;;;;;;;;;;;;1;2;0;34;69;8;42;8;0;84;42;62;898;18;2;4;15;0;0;0;15;2;0;0;0;0;89;1;332;9;1;13;17;52;1;4;5;5;42;11;15;2;5;2;0;0;0;Jorginho Sernaqué;Alianza Universidad
;;;;;;;;;;;;;;;1;0;0;28;44;1;17;9;2;90;29;41;925;15;3;11;15;0;0;0;22;1;0;0;0;0;230;1;619;30;14;25;38;67;1;2;10;0;21;4;9;5;0;0;1;0;0;Marcos Lliuya;Alianza Universidad
;;;;;;;;;;;;;;;0;0;0;9;33;0;0;3;1;76;9;31;141;4;4;3;6;0;0;0;4;0;0;0;0;0;25;1;52;4;1;20;3;43;2;0;5;0;3;0;3;0;0;0;0;0;0;Nilton Ramirez;Alianza Universidad
;;;;;;;;;;;;;;;0;1;1;25;56;0;0;2;0;93;25;54;564;15;6;6;12;0;0;0;16;0;0;0;0;0;105;0;438;10;3;75;35;81;1;1;6;1;1;1;0;0;0;0;0;0;0;Omar Vasquez;Alianza Universidad
;;;;;;;;;;;;;;;2;0;0;27;50;19;53;1;0;87;46;51;1146;9;8;7;13;0;0;0;21;2;0;0;0;0;38;0;508;10;1;25;18;40;7;54;11;0;11;3;0;18;1;0;0;0;0;Otávio Gut;Alianza Universidad
;;;;;;;;;;;;;;;0;2;0;5;71;4;100;0;0;69;9;82;1170;3;1;0;13;33;17;16;25;2;8;8;6;8;20;0;257;0;0;0;79;41;0;15;0;0;0;0;0;0;0;0;1;1;0;Pedro Ynamine;Alianza Universidad
;;;;;;;;;;;;;;;0;0;0;1;100;0;0;0;0;67;1;50;24;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;6;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;Raul Tapia;Alianza Universidad
;;;;;;;;;;;;;;;0;0;0;5;63;0;0;3;0;92;5;63;67;1;0;1;4;0;0;0;1;0;0;0;0;0;7;0;33;1;0;0;1;50;0;0;1;0;1;1;0;0;0;0;0;0;0;Ray Gómez;Alianza Universidad
873806;Rick;Campodónico;Rick Campodonico;R. Campodonico;29;Mayor;250000;Perú;179;Der.;0;EXI;MP;;2;1;0;76;45;6;35;28;3;84;82;44;1336;33;19;33;16;0;0;0;24;2;0;0;0;0;155;3;329;24;12;22;15;60;4;2;11;0;31;9;9;6;0;3;0;0;1;Rick Campodonico;Alianza Universidad
;;;;;;;;;;;;;;;1;0;0;14;44;0;0;9;0;83;14;44;356;2;5;8;6;0;0;0;12;0;0;0;0;0;29;0;71;1;0;0;1;50;3;0;2;0;4;1;2;25;0;0;0;0;0;Walter Leguía;Alianza Universidad
;;;;;;;;;;;;;;;4;4;0;38;36;25;38;9;1;79;63;37;1380;15;18;32;16;0;0;0;30;2;0;0;0;0;56;2;159;10;1;17;1;50;2;5;5;6;39;14;10;10;0;9;0;0;0;Yorleys Mena;Alianza Universidad
;;;;;;;;;;;;;;;0;0;0;2;100;1;100;0;0;81;3;100;270;2;0;0;3;7;4;3;5;0;4;0;0;0;1;0;67;0;0;0;11;41;0;0;0;0;0;0;0;0;0;0;0;0;0;Ítalo Espinoza;Alianza Universidad
;;;;;;;;;;;;;;;0;1;0;22;47;3;27;6;0;84;25;43;907;6;10;9;14;0;0;0;10;5;0;0;0;0;130;0;384;16;7;25;33;58;5;10;3;0;8;1;6;0;0;0;0;0;0;Ademar Robles;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;0;0;0;0;1;50;0;0;88;1;20;39;0;1;2;2;0;0;0;2;0;0;0;0;0;4;0;7;0;0;0;1;100;0;1;0;0;1;0;0;0;0;0;0;0;0;Adrián Fernández;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;0;0;3;100;0;0;1;0;63;3;75;18;2;0;0;2;0;0;0;0;0;0;0;0;0;3;0;10;0;0;0;2;50;1;0;0;0;0;0;0;0;0;0;0;0;0;Alexander Hidalgo;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;0;2;8;44;1;50;0;0;79;9;45;160;2;5;3;7;0;0;0;3;1;0;0;0;0;3;0;27;0;0;0;1;50;2;1;2;0;0;0;0;0;0;0;0;0;0;Axel Moyano;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;2;0;11;42;4;44;4;1;76;15;43;387;3;6;5;8;0;0;0;10;3;0;0;0;0;23;2;109;4;1;33;9;56;4;7;2;0;2;0;0;0;0;0;0;0;0;Carlos Ascues;Asociación Deportiva Tarma
883396;Carlos;Cabello;Carlos Cabello;C. Cabello;27;Mayor;450000;Perú;175;Der.;0;EXD;EXI;CRD;3;4;0;35;44;6;43;6;4;78;41;44;1063;12;13;15;14;0;0;0;16;4;0;0;0;0;119;3;233;22;12;36;13;54;8;9;9;3;16;8;1;19;1;12;0;0;0;Carlos Cabello;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;3;0;1;33;2;100;0;0;64;3;60;810;1;1;0;9;26;16;10;13;4;1;5;8;5;4;0;133;0;0;0;40;35;0;13;1;0;0;0;0;0;0;0;0;0;0;Carlos Grados;Asociación Deportiva Tarma
1650222;D'Alessandro;Montenegro;D'Alessandro Montenegro;D. Montenegro;22;Sub-23;400000;Perú;178;Der.;0;CRD;LD;;0;3;0;44;44;7;32;12;4;80;51;42;1226;7;19;8;16;0;0;0;22;4;0;0;0;0;101;4;314;14;4;20;16;39;12;27;9;0;8;3;2;0;0;2;0;0;0;D'Alessandro Montenegro;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;0;0;1;100;1;100;0;0;67;2;100;630;1;0;0;7;18;12;6;9;3;5;4;2;4;7;1;124;1;0;0;44;42;0;3;0;0;0;0;0;0;0;0;1;0;0;Eder Hermoza;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;1;3;0;55;54;14;52;8;2;80;69;54;1305;16;17;10;15;0;0;0;19;7;0;0;0;0;131;4;424;8;5;13;64;63;10;32;10;1;25;11;7;4;0;0;0;0;0;Fernando Bersano;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;4;0;37;42;17;57;4;0;82;54;45;1237;14;24;11;15;0;0;0;17;6;0;0;0;0;144;3;523;14;1;14;60;61;18;22;12;0;19;4;3;0;2;0;0;0;0;Gerson Barreto;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;Gonzalo Desio;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;1;1;28;58;23;58;3;0;87;51;58;991;4;11;1;12;0;0;0;15;5;0;0;0;0;40;0;437;3;1;100;41;57;7;42;8;1;10;2;2;0;0;0;0;1;0;Gu Run Choi;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;3;0;0;10;67;14;50;0;0;55;24;56;369;10;3;3;11;0;0;0;2;1;0;0;0;0;8;0;22;4;0;0;0;0;0;3;0;8;20;9;1;15;2;5;0;0;0;Hernán Rengifo;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;0;0;1;33;1;50;0;0;84;2;40;47;0;1;0;2;0;0;0;0;0;0;0;0;0;5;0;16;1;0;0;1;100;0;0;1;0;0;0;0;0;0;0;0;0;0;Jair Reyes;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;1;0;4;80;5;71;0;0;78;9;75;205;2;2;0;6;0;0;0;1;1;0;0;0;0;12;0;63;1;0;0;12;63;5;18;0;0;0;0;0;0;0;0;0;0;0;Jhair Soto;Asociación Deportiva Tarma
588144;Jhonny;Vidales;Jhonny Vidales;J. Vidales;33;Mayor;250000;Perú;180;Der.;0;DC;EXI;EXD;12;0;1;38;45;9;36;24;2;76;47;43;1201;6;8;21;15;0;0;0;17;6;0;0;0;0;99;2;224;16;9;35;14;70;0;11;3;6;39;22;7;31;1;8;0;0;0;Jhonny Vidales;Asociación Deportiva Tarma
;;;;;;;;;;;;EXI;;;1;0;0;28;55;2;20;11;1;87;30;49;611;13;2;11;8;0;0;0;8;2;0;0;0;0;71;2;168;13;3;16;6;60;1;3;0;1;9;2;4;11;0;2;0;1;0;Joao Rojas;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;5;1;41;41;16;59;4;1;84;57;45;1234;7;30;2;14;0;0;0;22;4;0;0;0;0;73;1;490;13;1;25;45;51;19;43;22;0;7;3;0;0;0;0;0;0;0;John Narváez;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;0;0;1;50;2;100;0;0;79;3;75;50;1;0;1;4;0;0;0;0;0;0;0;0;0;4;0;19;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Josué Alvino;Asociación Deportiva Tarma
;;;;;;;;;;;;EXD;;;0;1;0;26;47;8;33;6;0;68;34;43;548;14;6;7;11;0;0;0;7;4;0;0;0;0;22;2;62;6;2;29;1;25;4;9;5;3;22;7;0;0;1;4;0;0;0;Mauro Da Luz;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;1;1;8;42;28;60;1;0;88;36;55;728;2;14;0;10;0;0;0;13;6;0;0;0;0;10;0;220;2;0;0;22;69;11;76;0;1;2;2;0;0;0;0;0;1;0;Paolo Fuentes;Asociación Deportiva Tarma
590310;Víctor;Cedrón;Víctor Cedrón;V. Cedrón;31;Mayor;375000;Perú;173;Izq.;0;MP;MC;;2;2;0;44;54;7;32;12;2;79;51;49;1167;22;11;16;14;0;0;0;18;5;0;0;0;0;169;6;401;26;22;24;46;59;1;3;6;2;28;11;7;7;0;1;0;0;0;Víctor Cedrón;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;1;0;28;68;8;44;0;0;81;36;61;566;7;8;1;8;0;0;0;10;5;0;0;0;0;56;0;165;5;1;10;20;56;14;30;4;0;3;0;2;0;0;0;0;0;0;Ángel Pérez;Asociación Deportiva Tarma
;;;;;;;;;;;;EXI;;;0;0;0;17;46;6;50;8;0;78;23;47;319;7;7;5;10;0;0;0;3;1;0;0;0;0;28;1;60;4;5;36;1;33;0;3;0;0;8;0;1;0;0;0;0;1;0;Óscar Pinto;Asociación Deportiva Tarma
;;;;;;;;;;;;;;;0;3;0;36;51;13;54;4;0;80;49;52;979;15;16;9;13;0;0;0;17;4;0;0;0;0;28;2;260;6;5;29;15;33;14;21;3;0;3;1;0;0;0;3;1;0;0;Alonso Tamaríz;Ayacucho
;;;;;;;;;;;;;;;0;1;0;27;49;7;44;8;0;73;34;48;550;10;7;6;9;0;0;0;7;3;0;0;0;0;32;1;103;7;1;8;8;38;4;13;5;1;10;3;0;0;1;4;0;0;0;Alonso Yovera;Ayacucho
;;;;;;;;;;;;;;;0;3;0;56;63;3;38;7;0;79;59;61;620;30;13;3;8;0;0;0;6;2;0;0;0;0;49;1;232;4;0;0;31;56;5;6;8;0;8;3;1;0;0;0;0;0;0;Carlos Correa;Ayacucho
;;;;;;;;;;;;;;;1;1;0;17;63;5;45;3;0;89;22;58;559;9;7;1;9;0;0;0;12;3;0;0;0;0;32;0;247;2;0;0;15;54;5;4;2;0;4;2;1;25;0;0;1;0;0;Carlos Uribe;Ayacucho
;;;;;;;;;;;;;;;0;3;0;47;50;10;56;14;0;82;57;51;1376;2;23;11;16;0;0;0;21;6;0;0;0;0;98;1;502;12;1;20;38;45;14;18;9;0;8;0;2;0;0;1;0;0;0;Derlis Orue;Ayacucho
;;;;;;;;;;;;;;;0;0;0;17;40;3;27;2;0;85;20;38;573;9;11;4;14;0;0;0;10;3;0;0;0;0;49;0;182;5;3;25;17;65;8;10;6;0;5;0;3;0;0;1;0;0;0;Diego Ramírez;Ayacucho
;;;;;;;;;;;;;;;0;2;0;9;43;6;60;0;0;84;15;48;274;5;4;0;6;0;0;0;3;1;0;0;0;0;7;0;36;0;0;0;3;60;2;4;3;1;2;0;0;0;0;2;0;0;0;Dylan Caro;Ayacucho
;;;;;;;;;;;;;;;0;0;1;31;69;4;50;13;1;83;35;66;635;5;3;4;12;0;0;0;7;4;0;0;0;0;51;1;249;7;17;35;13;43;5;15;0;0;3;1;1;0;1;2;1;0;0;Franco Medina;Ayacucho
;;;;;;;;;;;;;;;0;2;1;22;49;15;58;1;0;74;37;52;858;6;15;4;11;0;0;0;16;2;0;0;0;0;19;0;213;0;0;0;27;36;11;57;3;0;2;1;0;0;0;0;0;0;0;Gustavo Navarro;Ayacucho
;;;;;;;;;;;;;;;0;1;0;35;71;8;53;3;1;72;43;67;849;8;6;3;12;0;0;0;15;3;0;0;0;0;45;1;225;10;8;38;39;48;7;44;2;1;2;0;1;0;0;0;0;0;0;Jean Franco Falconi;Ayacucho
;;;;;;;;;;;;;;;0;0;0;19;73;2;50;3;0;79;21;70;227;13;4;1;6;0;0;0;4;0;0;0;0;0;13;0;37;2;3;50;2;40;2;2;0;0;4;2;0;0;0;2;0;0;0;Jean Pierre Vilchez;Ayacucho
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Jime Tuesta;Ayacucho
;;;;;;;;;;;;;;;0;1;0;6;67;1;20;3;0;74;7;50;117;3;2;1;5;0;0;0;1;0;0;0;0;0;2;0;17;0;0;0;1;33;0;0;0;0;1;1;0;0;0;1;0;0;0;Jiries Salem;Ayacucho
;;;;;;;;;;;;EXI;;;1;0;0;22;51;4;33;3;0;71;26;47;426;13;4;8;12;0;0;0;5;1;0;0;0;0;24;0;60;3;1;17;10;77;4;8;3;2;13;6;3;8;0;7;0;0;0;Joao Villamarin;Ayacucho
;;;;;;;;;;;;;;;0;2;1;13;54;21;62;2;0;79;34;59;650;3;11;0;8;0;0;0;8;4;0;0;0;0;10;0;185;0;1;100;20;38;11;57;1;0;3;0;0;0;0;0;0;0;0;Jonathan Bilbao;Ayacucho
;;;;;;;;;;;;;;;0;4;0;7;50;8;53;0;0;69;15;52;472;0;6;0;7;0;0;0;5;2;0;0;0;0;16;0;111;4;0;0;14;37;5;25;1;0;0;0;0;0;0;0;0;0;0;José Ataupillco;Ayacucho
1839331;Juan;Lucumí;Juan Lucumí;J. Lucumí;26;Mayor;200000;Colombia;185;Izq.;1;EXI;EXD;;3;3;0;50;45;9;56;18;5;69;59;47;1092;16;15;17;15;0;0;0;16;5;0;0;0;0;59;6;195;19;14;32;6;18;8;6;8;4;36;11;9;8;1;2;0;0;0;Juan Lucumí;Ayacucho
;;;;;;;;;;;;;;;0;3;1;2;67;4;100;0;0;61;6;86;1181;3;1;0;14;38;22;16;17;5;9;1;9;1;30;0;172;0;0;0;86;45;0;14;1;0;0;0;0;0;0;0;0;0;0;Juan Valencia;Ayacucho
;;;;;;;;;;;;EXI;;;0;2;0;17;52;7;41;3;0;81;24;48;650;3;6;2;13;0;0;0;8;2;0;0;0;0;51;0;228;3;3;8;12;35;6;20;6;0;4;1;2;0;0;3;0;0;0;Kenji Barrios;Ayacucho
;;;;;;;;;;;;;;;0;0;0;3;100;0;0;0;0;81;3;75;55;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;13;0;1;50;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;Kevin Ferreyra;Ayacucho
;;;;;;;;;;;;;;;1;8;0;40;63;39;71;2;0;89;79;67;1083;13;19;4;13;0;0;0;13;5;0;0;0;0;18;0;364;1;0;0;19;46;20;66;2;1;2;1;0;50;0;0;0;0;0;Manuel Ganoza;Ayacucho
1464276;Marcelo;Ferreira;Marcelo Ferreira;M. Ferreira;31;Mayor;250000;Paraguay;180;Izq.;1;DC;;;3;3;0;7;33;28;56;3;2;61;35;49;619;3;9;2;11;0;0;0;8;3;0;0;0;0;35;0;81;7;0;0;2;33;0;5;0;2;16;7;1;19;0;5;0;0;0;Marcelo Ferreira;Ayacucho
;;;;;;;;;;;;;;;0;1;0;7;50;0;0;0;0;85;7;50;143;3;3;4;5;0;0;0;0;0;0;0;0;0;33;0;109;1;0;0;5;38;0;0;0;0;4;2;1;0;0;0;0;0;0;Marvin Rios;Ayacucho
;;;;;;;;;;;;;;;3;2;0;26;46;83;56;6;1;68;109;53;1388;14;14;8;16;0;0;0;21;6;0;0;0;0;99;3;250;22;1;33;12;52;4;13;6;1;27;7;10;11;0;9;0;0;0;Maximiliano Perez;Ayacucho
;;;;;;;;;;;;;;;0;0;0;1;100;2;100;0;0;45;3;100;256;0;0;0;3;10;6;4;4;1;2;0;1;1;6;0;28;0;0;0;12;26;0;3;0;0;0;0;0;0;0;0;0;0;0;Paolo Izaguirre;Ayacucho
;;;;;;;;;;;;;;;0;1;0;1;17;0;0;0;0;81;1;13;77;1;2;2;5;0;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;0;1;1;1;0;2;1;1;0;0;0;0;0;0;Piero Ratto;Ayacucho
;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;86;0;0;56;0;2;2;3;0;0;0;1;0;0;0;0;0;7;0;24;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;Yamir Ruidiaz;Ayacucho
;;;;;;;;;;;;;;;0;1;0;15;58;1;17;1;1;82;16;50;274;8;8;2;9;0;0;0;3;1;0;0;0;0;26;0;79;5;5;38;8;47;3;4;1;1;9;2;2;0;0;1;0;0;0;Adrián Ascues;Cienciano
;;;;;;;;;;;;;;;0;1;0;29;63;3;50;2;0;81;32;62;357;14;7;1;6;0;0;0;2;1;0;0;0;0;56;0;156;6;3;19;11;69;5;2;8;0;8;1;1;0;0;0;0;0;2;Agustín González;Cienciano
;;;;;;;;;;;;;;;0;5;0;26;48;2;29;4;1;83;28;46;568;10;12;2;8;0;0;0;5;0;0;0;0;0;57;1;172;10;5;19;11;48;3;7;8;0;5;3;1;0;0;5;0;0;0;Alexi Edwin Gómez;Cienciano
;;;;;;;;;;;;;;;0;1;0;15;58;3;75;4;0;80;18;60;454;2;1;3;11;0;0;0;7;2;0;0;0;0;55;0;161;15;7;39;22;71;5;7;5;0;6;0;1;0;0;1;0;0;0;Alfredo Ramúa;Cienciano
;;;;;;;;;;;;;;;2;2;0;26;46;6;46;11;1;80;32;46;550;11;3;13;12;0;0;0;10;1;0;0;0;0;61;1;118;10;1;17;3;75;0;4;3;3;23;8;4;9;0;0;0;0;0;Beto Da Silva;Cienciano
906002;Carlos;Garcés;Carlos Garcés;C. Garcés;35;Mayor;250000;Ecuador;186;Der.;1;DC;;;5;3;1;15;39;22;38;1;1;66;37;39;822;9;15;4;11;0;0;0;11;3;0;0;0;0;37;0;96;6;0;0;1;17;2;8;2;3;23;12;5;22;0;5;0;0;0;Carlos Garcés;Cienciano
47447;Christian;Cueva;Christian Cueva;C. Cueva;33;Mayor;250000;Perú;169;Der.;0;MP;EXI;;5;2;0;20;44;0;0;4;2;81;20;43;389;9;12;3;10;0;0;0;4;3;0;0;0;0;65;2;156;18;5;42;4;36;1;0;3;0;10;5;2;50;1;2;0;0;0;Christian Cueva;Cienciano
931776;Christian;Neira;Christian Neira;C. Neira;24;Mayor;400000;Perú;169;Der.;0;MP;ED;MC;1;1;0;30;50;0;0;12;3;87;30;49;575;12;12;6;11;0;0;0;8;0;0;0;0;0;81;1;213;14;3;18;4;67;1;1;2;0;10;4;3;10;0;4;0;0;0;Christian Neira;Cienciano
;;;;;;;;;;;;;;;0;0;0;36;59;11;61;2;1;86;47;59;1040;10;5;3;14;0;0;0;14;4;0;0;0;0;60;2;353;7;0;0;20;59;20;24;15;0;5;1;1;0;1;0;0;0;0;Claudio Torrejón;Cienciano
;;;;;;;;;;;;;;;1;3;0;13;65;21;66;0;0;82;34;65;540;5;7;0;6;0;0;0;8;3;0;0;0;0;18;0;174;0;0;0;38;62;4;33;1;0;7;1;1;14;0;1;0;0;0;Danilo Ortiz;Cienciano
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;50;0;0;90;0;0;0;1;3;0;3;1;1;0;0;0;0;2;0;12;0;0;0;5;29;0;0;0;0;0;0;0;0;0;0;1;0;0;Denzel Cana;Cienciano
;;;;;;;;;;;;EXD;;;2;0;0;23;37;1;11;10;1;80;24;33;513;5;9;10;14;0;0;0;9;2;0;0;0;0;60;2;113;8;2;20;4;57;0;5;5;1;12;5;1;17;0;4;0;0;0;Didier La Torre;Cienciano
895364;Gaspar;Gentile;Gaspar Gentile;G. Gentile;30;Mayor;400000;Argentina;182;Der.;0;EXI;EXD;;2;1;0;26;53;1;25;9;1;72;27;51;648;7;4;4;10;0;0;0;3;1;0;0;0;0;56;2;102;5;3;10;2;50;2;5;4;2;23;10;6;9;0;6;0;0;0;Gaspar Gentile;Cienciano
;;;;;;;;;;;;;;;0;0;0;0;0;1;100;0;0;68;1;100;630;0;0;0;7;18;7;10;9;0;3;7;3;7;7;0;104;0;0;0;24;34;0;11;0;0;0;0;0;0;0;0;0;0;0;Ignacio Barrios;Cienciano
;;;;;;;;;;;;;;;1;2;1;18;51;28;58;2;0;78;46;55;885;9;8;3;11;0;0;0;12;1;0;0;0;0;50;1;339;7;0;0;54;49;8;56;2;1;17;5;2;6;0;0;2;0;0;Jimmy Valoyes;Cienciano
;;;;;;;;;;;;;;;1;1;0;17;61;1;50;2;1;78;18;60;267;8;2;2;7;0;0;0;3;0;0;0;0;0;26;1;76;4;6;38;9;82;4;8;4;1;4;1;0;25;1;1;0;1;0;Joao Ortiz;Cienciano
;;;;;;;;;;;;;;;2;2;0;43;50;29;73;7;2;79;72;57;1284;4;18;4;16;0;0;0;17;4;0;0;0;0;95;1;427;16;6;18;58;50;15;53;20;0;22;7;4;9;0;0;0;1;0;Josué Estrada;Cienciano
;;;;;;;;;;;;;;;0;2;1;2;67;0;0;0;0;67;2;67;720;2;0;0;8;25;13;11;9;3;5;5;1;5;9;0;135;0;0;0;34;34;0;4;1;0;0;0;0;0;0;0;0;0;0;Juan Bolado;Cienciano
898631;Juan;Romagnoli;Juan Romagnoli;J. Romagnoli;29;Mayor;350000;Argentina;184;Amb.;1;EXD;EXI;;1;0;0;15;37;4;33;4;3;80;19;36;756;8;14;1;12;0;0;0;9;3;0;0;0;0;61;4;165;17;6;17;10;38;3;7;5;0;10;5;2;10;0;2;0;0;0;Juan Romagnoli;Cienciano
;;;;;;;;;;;;;;;0;0;1;10;63;13;72;1;0;87;23;68;545;2;5;0;8;0;0;0;8;2;0;0;0;0;7;0;160;0;0;0;29;71;7;22;0;0;3;0;0;0;0;0;0;0;0;Leonel Galeano;Cienciano
;;;;;;;;;;;;;;;3;4;1;38;47;2;15;16;1;85;40;43;952;11;10;21;15;0;0;0;16;1;0;0;0;0;138;1;344;32;8;24;22;67;8;1;5;0;21;6;6;14;1;0;0;2;0;Luis Benites;Cienciano
;;;;;;;;;;;;;;;0;3;0;16;62;41;72;0;0;83;57;69;900;3;8;0;10;0;0;0;10;1;0;0;0;0;17;0;250;1;0;0;22;50;12;74;2;1;5;1;0;0;0;1;0;2;0;Maximiliano Amondarain;Cienciano
;;;;;;;;;;;;;;;1;1;0;3;21;4;31;2;1;84;7;26;497;0;8;1;11;0;0;0;6;1;0;0;0;0;28;0;63;4;0;0;2;100;0;5;2;2;12;4;3;8;1;4;0;0;0;Osnar Noronha;Cienciano
;;;;;;;;;;;;;;;0;1;0;5;63;2;33;1;0;80;7;50;90;2;1;2;1;0;0;0;2;0;0;0;0;0;5;0;24;1;0;0;1;20;0;3;0;0;0;0;0;0;0;0;0;0;0;Pedro Ibañez;Cienciano
;;;;;;;;;;;;;;;0;0;0;5;38;3;60;0;0;83;8;44;253;1;3;0;6;0;0;0;5;2;0;0;0;0;19;0;91;1;0;0;6;38;7;15;2;0;1;0;0;0;0;0;0;0;0;Rudy Palomino;Cienciano
;;;;;;;;;;;;;;;0;5;1;27;49;6;75;4;0;89;33;52;785;12;19;4;12;0;0;0;7;1;0;0;0;0;69;1;310;9;1;25;22;73;12;9;2;0;14;1;5;0;1;0;0;0;0;Santiago Arias;Cienciano
;;;;;;;;;;;;;;;0;1;0;19;49;3;75;3;1;80;22;51;477;4;7;4;7;0;0;0;9;3;0;0;0;0;32;2;113;5;2;17;4;44;3;12;6;0;6;0;2;0;0;1;1;0;0;Sebastian Cavero;Cienciano
;;;;;;;;;;;;;;;1;0;0;12;32;3;33;5;1;63;15;32;413;6;6;10;12;0;0;0;5;1;0;0;0;0;39;0;84;4;2;13;1;17;0;4;4;2;6;2;1;17;0;0;0;0;0;Aldair Vasquez;Club Atlético Grau
